ID	RunCaen.txt	RunDouglas.txt	RunInge.txt	RunKvist.txt	RunLogan.txt	RunMthomassen.txt	RunPetra.txt	RunRachid.txt	RunRien.txt	RunVohansen.txt
chr13_32758959_32905142_+	0	0	0	0	1.01944064370214	0	0	0	0	0
chr13_32764923_32954248_+	0	0	0	0	1	0	0	0	0	0
chr13_32764926_32936799_+	0	0	0	0	1.01944064370214	0	0	0	0	0
chr13_32765790_32954249_+	0	0	0	0	1.03098742495292	0	0	0	0	0
chr13_32775043_32918765_+	0	0	0	0	1	0	0	0	0	0
chr13_32777951_32899293_+	0	0	0	0	1.01944064370214	0	0	0	0	0
chr13_32779493_32954248_+	0	0	0	0	1.29008594968677	0	0	0	0	0
chr13_32779495_32954250_+	0	0	0	0	1	0	0	0	0	0
chr13_32780522_32954248_+	0	0	0	0	1	0	0	0	0	0
chr13_32780796_32930723_+	0	0	0	0	1.03925922603184	0	0	0	0	0
chr13_32785721_32954248_+	0	0	0	0	1	0	0	0	0	0
chr13_32787383_32915300_+	0	0	0	0	1	0	0	0	0	0
chr13_32790261_32918765_+	0	0	0	0	1	0	0	0	0	0
chr13_32801279_32905142_+	0	0	0	0	1	0	0	0	0	0
chr13_32801505_32950893_+	0	0	0	0	1.01944064370214	0	0	0	0	0
chr13_32801506_32915301_+	0	0	0	0	1.57323567319656	0	0	0	0	0
chr13_32801506_32950894_+	0	0	0	0	1	0	0	0	0	0
chr13_32801506_32954248_+	0	0	0	0	1.01944064370214	0	0	0	0	0
chr13_32801506_32954249_+	0	0	0	0	1	0	0	0	0	0
chr13_32812731_32950806_+	0	0	0	0	1.51311310415191	0	0	0	0	0
chr13_32812929_32950893_+	0	0	0	0	1.01944064370214	0	0	0	0	0
chr13_32812930_32950893_+	0	0	0	0	1	0	0	0	0	0
chr13_32819429_32905144_+	0	0	0	0	1	0	0	0	0	0
chr13_32836764_32900397_+	0	0	0	0	1	0	0	0	0	0
chr13_32844222_32954250_+	0	0	0	0	1	0	0	0	0	0
chr13_32849140_32915300_+	0	0	0	0	1	0	0	0	0	0
chr13_32853890_32954252_+	0	0	0	0	1.03098742495292	0	0	0	0	0
chr13_32854977_32954248_+	0	0	0	0	1	0	0	0	0	0
chr13_32854977_32954249_+	0	0	0	0	1	0	0	0	0	0
chr13_32854978_32915301_+	0	0	0	0	1	0	0	0	0	0
chr13_32854978_32915302_+	0	0	0	0	1.14803337460764	0	0	0	0	0
chr13_32854978_32954249_+	0	0	0	0	1.08005973889231	0	0	0	0	0
chr13_32862943_32954248_+	0	0	0	0	1	0	0	0	0	0
chr13_32868854_32905143_+	0	0	0	0	1	0	0	0	0	0
chr13_32871161_32905142_+	0	0	0	0	1	0	0	0	0	0
chr13_32876543_32954250_+	0	0	0	0	1	0	0	0	0	0
chr13_32884326_32918768_+	0	0	0	0	1	0	0	0	0	0
chr13_32886230_32889484_-	0	0	0	1.20275813665658	0	0	0	0	0	0
chr13_32886230_32889771_-	1.43578086640865	0	0	1.16103667237399	0	0	0	0	0	0
chr13_32886230_32889771_+	1.12201845430196	0	0	0	0	0	0	0	0	0
chr13_32886230_32889793_-	1.3065046649415	0	0	1.0594630943593	0	0	0	0	0	0
chr13_32886596_32954198_+	0	0	0	1	0	0	0	0	0	0
chr13_32886650_32889484_-	1.10956947206785	0	0	1.04683938172732	0	0	0	0	0	0
chr13_32886663_32953940_-	0	0	0	0	0	0	0	1	0	0
chr13_32886663_32953940_+	1.03526492384138	0	0	0	0	0	0	0	0	0
chr13_32887046_32968828_-	0	0	0	0	0	0	0	0	1	0
chr13_32887143_32900697_+	0	0	0	1	0	0	0	0	0	0
chr13_32887412_32968933_+	1	0	0	0	0	0	0	0	0	0
chr13_32888355_32930616_-	0	0	0	0	0	0	0	0	1	0
chr13_32888362_32899213_+	0	0	0	1	0	0	0	0	0	0
chr13_32888441_32899270_+	1	0	0	1	0	0	0	0	0	0
chr13_32888483_32969021_+	1	0	0	0	0	0	0	0	0	0
chr13_32888526_32945163_-	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32888526_32945163_+	1.10956947206785	0	0	1	0	0	0	0	0	0
chr13_32888675_32890558_+	0	0	0	0	0	0	1	0	0	0
chr13_32888687_32889771_-	0	0	0	1.0594630943593	0	0	0	0	0	0
chr13_32888687_32889793_-	0	0	0	0	0	0	1	0	0	0
chr13_32888800_32937577_+	1.08379838673437	0	0	0	0	0	0	0	0	0
chr13_32888931_32953618_+	0	0	0	0	0	0	0	1	0	0
chr13_32889031_32890077_+	0	0	0	0	0	0	1	0	0	0
chr13_32889031_32890558_-	0	0	0	0	0	0	0	0	1.40817695345289	0
chr13_32889031_32890558_+	1.16158634964154	1.03526492384138	0	1.09050773266526	0	0	1	0	0	0
chr13_32889110_32949506_+	1	0	0	0	0	0	0	0	0	0
chr13_32889243_32937353_+	0	0	0	0	0	0	0	1	0	0
chr13_32889282_32890533_-	0	0	0	0	0	0	0	0	1.10717919693924	0
chr13_32889282_32890558_-	3.49311334598061	0	0	0	0	0	0	0	233.320948585315	0
chr13_32889282_32890558_+	27.7541829924348	1	1	71.3890073976574	0	0	3.25423585837808	0	0	0
chr13_32889282_32899212_+	0	0	0	1.15062352709842	0	0	0	0	0	0
chr13_32889294_32890558_-	1.14869835499704	0	0	0	0	0	0	0	3.18902384313719	0
chr13_32889294_32890558_+	1.58283944223454	0	0	3.14847426745501	0	0	1.12246204830937	0	0	0
chr13_32889368_32937378_+	1	0	0	0	0	0	0	0	0	0
chr13_32889625_32889672_-	0	0	0	0	0	0	0	0	1	0
chr13_32889628_32889675_-	0	0	0	0	0	0	0	0	1.17023102319903	0
chr13_32889628_32903596_-	0	0	0	0	0	0	0	0	1.09452898214554	0
chr13_32889662_32889758_-	0	0	0	0	0	0	0	0	1.13003738801929	0
chr13_32889662_32893418_-	0	0	0	0	0	0	0	0	1	0
chr13_32889700_32889773_-	0	0	0	0	0	0	0	0	1.15822656434141	0
chr13_32889703_32889748_+	0	0	0	0	0	0	0	0	1.03492776707986	0
chr13_32889705_32890558_-	0	0	0	0	0	0	0	0	1.14492074570305	0
chr13_32889705_32890558_+	1.86521951766291	0	0	1.50824149336115	0	1	1.01944064370214	0	1.14444694580062	0
chr13_32889767_32968853_-	0	0	0	0	0	0	0	0	1	0
chr13_32889795_32937423_-	0	0	0	0	0	0	0	0	1	0
chr13_32889802_32890557_+	1.08379838673437	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32889804_32890077_-	0	0	0	0	0	0	0	0	1.13073690785293	0
chr13_32889804_32890077_+	1.12201845430196	0	0	0	0	0	1	0	0	0
chr13_32889804_32890443_-	1.14869835499704	0	0	0	0	0	0	0	0	0
chr13_32889804_32890443_+	0	0	0	0	0	0	1.01944064370214	0	0	0
chr13_32889804_32890481_-	0	0	0	0	0	0	0	0	1.16876895344059	0
chr13_32889804_32890514_-	0	0	0	0	0	0	0	0	1.17365624789968	0
chr13_32889804_32890533_-	0	0	0	0	0	0	0	0	1.61335622265322	0
chr13_32889804_32890533_+	1.15548317276381	0	0	1.14158644063216	0	0	0	0	1.26437887428781	0
chr13_32889804_32890558_-	283.659093463184	0	0	1	0	0	1.10105679545314	0	9418.07957623392	0
chr13_32889804_32890558_+	6677.89598515407	4.79096095623834	9.22856337665675	3533.63279047491	0	22.0170151259675	415.79060878422	0	2687.54932365094	77.2019560375442
chr13_32889804_32893213_-	0	0	0	0	0	0	0	0	1.80276559438565	0
chr13_32889804_32893213_+	0	0	0	2.72548807730913	0	0	1	0	1.22428533334025	1.03715504444619
chr13_32889804_32899212_-	0	0	0	0	0	0	0	0	1.12632284016947	0
chr13_32889804_32899212_+	1.33514136254031	0	0	1.45299181982851	0	0	1	0	0	0
chr13_32889950_32890558_+	0	0	0	0	0	0	1	0	0	0
chr13_32890092_32920966_-	0	0	0	0	0	0	0	0	1	0
chr13_32890136_32890587_-	0	0	0	0	0	0	0	0	1	0
chr13_32890144_32890556_-	0	0	0	0	0	0	0	0	1	0
chr13_32890144_32890557_-	0	0	0	0	0	0	0	0	1	0
chr13_32890145_32890557_-	1.51315967592978	0	0	0	0	0	0	0	3.04162987159802	0
chr13_32890145_32890557_+	2.1817492049258	0	0	2.79043666672049	0	1	1	0	0	1.03715504444619
chr13_32890168_32890558_+	0	0	0	1.109087690662	0	0	0	0	0	0
chr13_32890180_32890585_-	0	0	0	0	0	0	0	0	1.10717919693924	0
chr13_32890199_32890558_-	2.66943187446702	0	0	0	0	0	0	0	310.448458168679	0
chr13_32890199_32890558_+	41.6693617418584	1.03526492384138	1.03526492384138	115.991552531031	0	1.19239475284606	3.75776156991616	0	0	1.07569058622018
chr13_32890294_32890558_-	1.21842883174271	0	0	0	0	0	0	0	37.5861741178723	0
chr13_32890294_32890558_+	5.61415956253421	1.07177346253629	1	18.0243281882084	0	1.03200827973421	1.3938507870827	0	0	1.07569058622018
chr13_32890317_32890558_-	0	0	0	0	0	0	0	0	1.21946299459834	0
chr13_32890318_32929232_+	0	0	0	1.25293055596155	0	0	0	0	0	0
chr13_32890333_32890422_-	0	0	0	0	0	0	0	0	1.11328165562529	0
chr13_32890335_32890372_-	0	0	0	0	0	0	0	0	1.13142326440136	0
chr13_32890335_32890372_+	0	0	0	1.07751411701842	0	0	0	0	0	0
chr13_32890423_32890533_+	1.14105453608382	0	0	0	0	0	0	0	0	0
chr13_32890423_32890558_-	1.4925480616656	0	0	0	0	0	0	0	16.7996317285067	0
chr13_32890423_32890558_+	16.923870462382	0	1.07177346253629	50.8719440405273	0	1.17061991471191	2.13505948371967	0	0	1.11565791776154
chr13_32890528_32893213_-	1.71070696477405	0	0	0	0	0	0	0	5.91294142037836	0
chr13_32890528_32893213_+	18.7363798396513	0	0	23.725888424948	0	1	2.13216783525338	0	0	1
chr13_32890528_32899212_-	0	0	0	0	0	0	0	0	1.2963419008915	0
chr13_32890528_32899212_+	1.30984411647572	0	0	1.66734706217352	0	0	1	0	0	1.03715504444619
chr13_32890528_32903579_+	0	0	0	0	0	0	1	0	0	1.03715504444619
chr13_32890528_32910401_+	0	0	0	0	0	0	1.01944064370214	0	0	0
chr13_32890528_32910631_-	0	0	0	0	0	0	0	0	1.16077036739076	0
chr13_32890528_32910631_+	0	0	0	1.02930223664349	0	0	0	0	0	0
chr13_32890528_32914973_+	0	0	0	0	0	1	0	0	0	0
chr13_32890528_32929243_+	1.17914764568137	0	0	0	0	0	0	0	0	0
chr13_32890528_32944636_-	0	0	0	0	0	0	0	0	1.03492776707986	0
chr13_32890570_33010581_+	1	0	0	0	0	0	0	0	0	0
chr13_32890571_33170520_-	0	0	0	0	0	0	0	0	1	0
chr13_32890572_33170521_-	0	0	0	0	0	0	0	0	1	0
chr13_32890577_32911960_+	0	0	0	0	0	0	0	0	1.05758973424189	0
chr13_32890584_32890608_+	0	0	0	1.11623422622501	0	0	0	0	0	0
chr13_32890587_32900672_+	0	0	0	1	0	0	0	0	0	0
chr13_32890587_32905128_+	0	0	0	1.04683938172732	0	0	0	0	0	0
chr13_32890587_32910631_+	0	0	0	0	0	0	0	0	1.16539197977	0
chr13_32890587_32915144_+	1.14869835499704	0	0	0	0	0	0	0	0	0
chr13_32890587_32918737_+	1.22073019760406	0	0	0	0	0	0	0	0	0
chr13_32890587_32937647_+	0	0	0	1.09050773266526	0	0	0	0	0	0
chr13_32890587_32944636_-	1.15548317276381	0	0	0	0	0	0	0	1.10141429496644	0
chr13_32890587_32944636_+	0	0	0	0	0	0	0	0	1.16198024525947	0
chr13_32890591_32899315_+	0	0	0	1.10507400218809	0	0	0	0	0	0
chr13_32890591_32900672_+	0	0	0	1.12530100064931	0	0	0	0	0	0
chr13_32890591_32903579_-	0	0	0	0	0	0	0	0	1.11214148025112	0
chr13_32890591_32903579_+	0	0	0	0	0	0	0	0	1.09813867568295	0
chr13_32890591_32910401_+	1.03526492384138	0	0	1.06935954481312	0	0	0	0	0	0
chr13_32890591_32910631_-	0	0	0	0	0	0	0	0	1.52045574785178	0
chr13_32890591_32910631_+	1.14869835499704	0	0	1.23352142375379	0	0	1.03925922603184	0	1.27253868506973	0
chr13_32890591_32915144_-	0	0	0	0	0	0	0	0	1.16801609655919	0
chr13_32890591_32915258_+	0	0	0	1.13525250955905	0	0	0	0	0	0
chr13_32890591_32929007_-	0	0	0	0	0	0	0	0	1.12305104300155	0
chr13_32890591_32929243_-	0	0	0	0	0	0	0	0	1.08345462984943	0
chr13_32890591_32929243_+	0	0	0	1.0594630943593	0	0	0	0	1.02189714865412	0
chr13_32890591_32944603_-	0	0	0	0	0	0	0	0	1.14807745943162	0
chr13_32890591_32944603_+	0	0	0	1.02930223664349	0	0	0	0	0	0
chr13_32890591_32944636_-	1.07177346253629	0	0	0	0	0	0	0	1.23419484378863	0
chr13_32890591_32944636_+	0	0	0	1.02930223664349	0	0	0	0	0	0
chr13_32890591_32945092_+	1.19946941876394	0	1	1	0	1	1	0	0	0
chr13_32890591_32953937_+	0	0	0	1.16103667237399	0	0	0	0	0	0
chr13_32890591_32972722_+	0	0	0	1	0	0	0	0	0	0
chr13_32890602_33149526_+	1	0	0	0	0	0	0	0	0	0
chr13_32890605_33097902_+	1.03526492384138	0	0	0	0	0	0	0	0	0
chr13_32890606_33083692_+	1	0	0	0	0	0	0	0	0	0
chr13_32890614_32906979_+	0	0	0	0	0	0	0	0	1.08345462984943	0
chr13_32890618_32990457_+	0	0	0	0	0	0	0	0	1	0
chr13_32890626_32893213_-	0	0	0	0	0	0	0	0	1.06269665543487	0
chr13_32890629_33025610_+	0	0	0	0	0	0	0	0	1	0
chr13_32890631_32909760_+	0	0	0	0	0	0	0	0	1	0
chr13_32890634_32939185_+	1.03526492384138	0	0	1	0	0	0	0	1	0
chr13_32890634_33090793_+	1	0	0	0	0	0	0	0	0	0
chr13_32890649_32928921_+	0	0	0	0	0	0	0	0	1	0
chr13_32890650_32893326_-	0	0	0	1.11279279827897	0	0	0	0	0	0
chr13_32890650_33096542_+	0	0	0	1	0	0	0	0	0	0
chr13_32890660_32893213_-	1.14105453608382	0	0	0	0	0	0	0	1.49576602814092	0
chr13_32890660_32893213_+	1.87335196114434	1.03526492384138	0	2.45952657665184	0	1	1.09229312748614	0	2.3682220482475	0
chr13_32890663_32893213_-	0	0	0	0	0	0	0	0	1.05758973424189	0
chr13_32890663_32893213_+	1.12201845430196	0	0	1.04683938172732	0	0	0	0	0	0
chr13_32890664_32890821_+	0	0	0	1.27427785722801	0	0	0	0	1.02189714865412	0
chr13_32890664_32891918_-	1	0	0	0	0	0	0	0	0	0
chr13_32890664_32891918_+	2.03895479904895	1.03526492384138	1.585524753154	5.36950489700701	0	1.11957629115799	1	0	1.84175523452872	0
chr13_32890664_32893047_-	0	0	0	0	0	0	0	0	1.18458407181738	0
chr13_32890664_32893191_-	0	0	0	0	0	0	0	0	1.29386703916578	0
chr13_32890664_32893191_+	0	0	0	1.25293055596155	0	0	1	0	1.41366540740427	0
chr13_32890664_32893213_-	447.500699705898	1.03526492384138	0	0	0	0	1.0594630943593	0	4463.26142852289	0
chr13_32890664_32893213_+	7309.9452120168	7.5297451268555	9.06665920494938	6953.69118299958	1806.71094245148	25.3260264235624	634.081930653625	0	10106.8695869633	65.3488352848987
chr13_32890664_32893214_+	1	0	0	0	0	0	0	0	0	0
chr13_32890664_32893219_-	0	0	0	0	0	0	0	0	1.24534035975489	0
chr13_32890664_32893219_+	1.36814364068006	0	0	1.45174403692863	0	0	1	0	1.17140759082375	1
chr13_32890664_32893288_+	0	0	1.03526492384138	0	0	0	0	0	0	0
chr13_32890664_32899212_-	3.75402223158035	0	0	0	0	0	0	0	58.9271172491048	0
chr13_32890664_32899212_+	61.7357282373433	1.12201845430196	1.49407039595456	231.851558040642	0	2.49223686557858	12.8680833217426	0	39.4140804184159	2.25393628541726
chr13_32890664_32899216_-	0	0	0	0	0	0	0	0	1.11849604597382	0
chr13_32890664_32899216_+	1.2725389503421	0	0	1.91060260046051	0	1	1.09229312748614	0	0	1.03715504444619
chr13_32890664_32900237_-	0	0	0	0	0	0	0	0	1.24643716527915	0
chr13_32890664_32900237_+	2.53791637931606	0	1.03526492384138	6.58089907594302	1.32130428629059	1	1.31561995363852	0	1.61088260939021	1.03715504444619
chr13_32890664_32900378_-	1.17222387380425	0	0	0	0	0	0	0	0	0
chr13_32890664_32900378_+	0	0	0	1.0594630943593	0	0	1	0	0	0
chr13_32890664_32900635_+	0	0	0	1.06935954481312	0	0	0	0	0	0
chr13_32890664_32903579_-	1.34670674865453	0	0	0	0	0	1.03925922603184	0	1.578603682499	0
chr13_32890664_32903579_+	2.80697396741419	0	0	4.33962075387057	0	1	1.16221015858071	0	1.08074793386765	1
chr13_32890664_32906408_+	0	0	0	0	0	0	1.01944064370214	0	0	0
chr13_32890664_32910401_+	0	0	0	0	0	1	0	0	0	0
chr13_32890664_32920963_-	0	0	0	0	0	0	0	0	1.06714040067682	0
chr13_32890664_32920963_+	0	0	0	1.45792918536913	0	0	0	0	0	0
chr13_32890664_32931633_+	0	0	0	0	0	0	1	0	1	0
chr13_32890664_32944538_+	0	0	0	1.09050773266526	0	0	0	0	0	0
chr13_32890664_32964033_+	0	0	1.03526492384138	0	0	0	1	0	1	0
chr13_32890664_32998869_+	1.03526492384138	0	0	0	0	0	0	0	0	0
chr13_32890665_32899214_+	0	0	0	1	0	0	0	0	1	0
chr13_32890873_32936750_+	0	0	0	1	0	0	0	0	0	0
chr13_32890892_32930714_+	0	0	0	1	0	0	0	0	0	0
chr13_32891088_32899940_-	0	0	0	0	0	0	0	0	1	0
chr13_32891088_32899940_+	0	0	0	0	0	0	0	0	0	1
chr13_32891103_33095881_-	0	0	0	0	0	1	0	0	0	0
chr13_32891561_32932060_+	0	0	0	0	0	0	0	1	0	0
chr13_32892000_32893213_-	0	0	0	0	0	0	0	0	1.08345462984943	0
chr13_32892000_32893213_+	1.61932377915682	0	0	0	0	0	0	0	0	0
chr13_32892085_32971135_-	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32892102_32893213_-	0	0	0	0	0	0	0	0	1.17451958763291	0
chr13_32892244_32893213_+	0	0	0	1.04683938172732	0	0	0	0	0	0
chr13_32892472_32950893_+	0	0	0	0	1	0	0	0	0	0
chr13_32892509_32932029_+	1	0	0	1.02930223664349	0	0	0	0	0	0
chr13_32893014_32954234_-	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893014_32954234_+	1	0	0	1	0	0	0	0	0	0
chr13_32893223_32899217_+	0	0	0	0	0	0	1	0	0	0
chr13_32893223_33357913_+	0	0	0	0	0	0	0	0	1	0
chr13_32893224_32974260_+	0	0	0	0	0	0	1	0	0	0
chr13_32893225_32906807_+	0	0	0	0	0	0	0	0	1.08831058166261	0
chr13_32893225_32907360_+	0	0	0	0	0	0	1	0	0	0
chr13_32893226_33338341_+	0	0	0	0	0	0	0	0	1	0
chr13_32893231_33149352_+	0	0	0	1	0	0	0	0	0	0
chr13_32893232_32893327_-	0	0	0	0	0	0	0	0	1.08596668207316	0
chr13_32893238_32907332_+	0	0	0	0	0	0	0	0	1.05158119849598	0
chr13_32893248_32893300_+	0	0	0	0	0	0	1	0	0	0
chr13_32893248_33053746_+	0	0	0	0	0	0	0	0	1	0
chr13_32893252_32976422_+	0	0	0	0	0	0	0	0	1	0
chr13_32893253_32906729_+	0	0	0	0	0	0	0	0	1	0
chr13_32893254_32911816_-	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893254_33052638_+	0	0	0	0	0	0	0	0	1	0
chr13_32893254_33066086_+	1.09372354772644	0	0	0	0	0	0	0	1.04427378242741	0
chr13_32893255_32911817_-	0	0	0	0	0	0	0	0	1.15478198468946	0
chr13_32893255_33083341_+	0	0	0	0	0	0	0	0	1	0
chr13_32893256_32949371_+	0	0	0	0	0	0	0	0	1	0
chr13_32893257_33063000_+	1	0	0	0	0	0	1	0	1.02189714865412	0
chr13_32893259_32961693_+	0	0	0	0	0	0	0	0	1	0
chr13_32893259_32998755_+	0	0	0	0	0	0	0	0	1	0
chr13_32893259_33181837_+	0	0	0	0	0	0	0	0	1	0
chr13_32893261_32907309_+	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893268_32982001_+	0	0	0	0	0	0	0	0	1	0
chr13_32893270_32893300_+	0	0	0	0	0	0	1	0	0	0
chr13_32893270_33031593_+	0	0	0	0	0	0	0	0	1	0
chr13_32893270_33078171_+	1	0	0	0	0	0	0	0	0	0
chr13_32893271_32977850_+	0	0	0	0	0	0	0	0	1	0
chr13_32893277_32950893_+	0	0	0	0	1	0	0	0	0	0
chr13_32893293_32893331_+	0	0	0	0	0	0	1	0	0	0
chr13_32893294_32900268_+	0	0	0	1.12246204830937	0	0	0	0	0	0
chr13_32893295_32964556_+	0	0	0	0	0	0	0	0	1	0
chr13_32893297_32905782_+	0	0	0	0	0	0	0	0	1	0
chr13_32893297_33033717_+	0	0	0	0	0	0	0	0	1	0
chr13_32893297_33058473_+	0	0	0	0	0	0	0	0	1	0
chr13_32893301_33031274_+	0	0	0	0	0	0	0	0	1	0
chr13_32893304_33054286_+	1	0	0	0	0	0	0	0	1	0
chr13_32893305_33094920_+	0	0	0	0	0	0	0	0	1	0
chr13_32893309_32977592_-	1	0	0	0	0	0	0	0	0	0
chr13_32893309_32977592_+	1	0	0	1	0	0	0	0	0	0
chr13_32893312_33100459_+	0	0	0	0	0	0	0	0	1	0
chr13_32893315_32893441_-	0	0	0	0	0	0	0	0	1.07107548307291	0
chr13_32893318_32948921_+	0	0	0	0	0	0	0	0	1	0
chr13_32893324_32963795_+	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893326_33154767_+	0	0	0	0	0	0	0	0	1	0
chr13_32893327_33127225_+	0	0	0	0	0	0	0	0	1	0
chr13_32893329_32900395_-	0	0	0	0	0	0	0	0	1.15138361145642	0
chr13_32893329_32947345_+	0	0	0	0	0	0	0	0	1.05758973424189	0
chr13_32893331_32893360_+	0	0	0	0	0	0	0	0	1.1525512482704	0
chr13_32893335_33011961_+	0	0	0	0	0	0	0	0	1	0
chr13_32893336_32956343_+	0	0	0	0	0	0	0	0	1.13934051817308	0
chr13_32893337_32899291_-	0	0	0	0	0	0	0	0	1.09050773266526	0
chr13_32893340_33038176_+	1	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893342_32893430_+	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893359_33365104_-	0	0	0	0	0	0	0	0	1	0
chr13_32893359_33365104_+	1.03526492384138	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893371_32929368_+	0	0	0	0	0	0	0	0	1.02189714865412	0
chr13_32893372_32900258_-	0	0	0	0	0	0	0	0	1.13529081647195	0
chr13_32893375_32893423_-	0	0	0	0	0	0	0	0	1.10141429496644	0
chr13_32893381_33156207_+	1	0	0	0	0	0	0	0	1	0
chr13_32893382_32944667_-	1	0	0	0	0	0	0	0	0	0
chr13_32893382_32944667_+	1	0	0	0	0	0	1	0	0	0
chr13_32893400_32973549_+	0	0	0	1	0	0	0	0	0	0
chr13_32893401_33029566_-	1	0	0	0	0	0	0	0	0	0
chr13_32893401_33029566_+	1.03526492384138	0	0	0	0	0	0	0	0	0
chr13_32893405_33002148_+	0	0	0	0	0	0	0	0	1	0
chr13_32893405_33160805_+	0	0	0	1	0	0	0	0	0	0
chr13_32893406_32900657_+	0	0	0	0	0	0	1	0	0	0
chr13_32893407_32899213_+	0	0	0	0	0	0	1	0	0	0
chr13_32893413_32899305_+	0	0	0	0	0	0	1	0	0	0
chr13_32893425_32898531_-	0	0	0	0	0	0	0	0	1	0
chr13_32893425_32898531_+	1	0	0	0	0	0	0	0	0	0
chr13_32893426_32893519_-	0	0	0	0	0	1	0	0	0	0
chr13_32893426_32929044_-	0	0	0	1.06935954481312	0	0	0	0	0	0
chr13_32893427_32995377_+	0	0	0	0	0	0	0	0	1	0
chr13_32893442_32899299_-	0	0	0	0	0	0	0	0	1.07460782832132	0
chr13_32893442_32899299_+	0	0	0	1	0	0	0	0	1.11328165562529	0
chr13_32893446_32900245_+	0	0	0	1.13525250955905	0	0	0	0	0	0
chr13_32893448_32898248_+	1	0	0	0	0	0	0	0	0	0
chr13_32893449_32899300_+	0	0	0	0	0	0	1	0	0	0
chr13_32893459_32899214_+	1	0	0	0	0	0	0	0	0	0
chr13_32893459_32903577_-	0	0	0	0	0	0	0	0	1.04427378242741	0
chr13_32893459_32903577_+	0	0	0	1	0	0	0	0	0	0
chr13_32893461_32899212_-	1.03526492384138	0	0	0	0	0	0	0	0	0
chr13_32893461_32899212_+	1.03526492384138	0	0	0	0	0	0	0	0	0
chr13_32893461_32899216_+	1	0	0	0	0	0	0	0	0	0
chr13_32893462_32898794_+	1.2229519710813	0	0	1.37700517677019	0	0	0	0	1.266576448901	0
chr13_32893462_32898819_+	0	0	0	1	0	0	0	0	0	0
chr13_32893462_32899212_-	162.894638043398	0	0	1	0	0	1.03925922603184	0	2713.78305530115	0
chr13_32893462_32899212_+	3949.29471883053	6.19499200589187	7.35089427909827	5288.51045588141	0	24.7766895045475	390.755718035535	0	1721.34756255308	54.9040820601467
chr13_32893462_32899216_-	1.7952795708159	0	0	0	0	0	0	0	7.45790559989196	0
chr13_32893462_32899216_+	18.5285292950955	0	1.03526492384138	54.0388559966631	0	1.13431252219546	3.49704646278765	0	2.91499965607326	1.3677837282176
