chr	start	end	strand	NM	intron	LU_01.008.0483_LCL_mRNA_L1_S1..txt	LU_01.008.0483_LCL_totRNA_L1_S1..txt	LU_03.006.0289_LCL_mRNA_L1_S1..txt	LU_03.006.0289_LCL_totRNA_L1_S1..txt	LU_05.002.0176_LCL_mRNA_L1_S1..txt	LU_05.002.0176_LCL_totRNA_L1_S1..txt	LU_06.009.0425_LCL_mRNA_L1_S1..txt	LU_06.009.0425_LCL_totRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_treat_mRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_treat_totRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_untr_mRNA_L1_S1..txt	LU_07.111.0075_LCL_mRNA_L1_S1..txt	LU_07.111.0075_LCL_totRNA_L1_S1..txt	LU_07.111.0085_RNA_MT_mRNA_L1_S1..txt	LU_07.111.0085_RNA_MT_totRNA_L1_S1..txt	LU_07.111.0097_RNA_MT_mRNA_L1_S1..txt	LU_07.111.0097_RNA_MT_totRNA_L1_S1..txt	LU_08.111.0021_LCL_mRNA_L1_S1..txt	LU_08.111.0021_LCL_totRNA_L1_S1..txt	LU_99.003.3193_RNA_MT_mRNA_L1_S1..txt	LU_99.003.3193_RNA_MT_totRNA_L1_S1..txt	LU_99.005.0355_LCL_mRNA_L1_S1..txt	LU_99.005.0355_LCL_totRNA_L1_S1..txt	LU_99.006.1923_LCL_totRNA_L1_S1..txt
NC_000013.10	32900750	32903579	+	NM_000059	INTRON	10621	8879	15553	10923	8721	7676	10961	7280	2779	10660	328	14378	15487	5561	3725	4751	6981	16660	15329	9340	6705	12696	10594	13133
NC_000013.10	32932066	32945092	+	NM_000059	INTRON	15	29	12	7	12	0	0	6	18	18	0	12	22	34	0	0	0	42	5	0	36	45	0	38
NC_000017.10	41226538	41234420	-	NM_007298	INTRON	127	171	283	143	80	42	192	82	51	138	0	228	310	227	182	3	92	356	113	121	229	266	75	153
NC_000017.10	41215392	41215892	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903627	32915256	+	NM_000059	INTRON	0	0	0	10	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215925	41219669	-	NM_007294	INTRON	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910569	32915144	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
NC_000013.10	32920262	32920963	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243650	41247862	-	NM_007294	INTRON	0	0	0	0	24	6	0	0	889	1082	153	0	0	3	0	2	0	0	2	0	0	0	0	0
NC_000013.10	32957263	32968823	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41195620	41197678	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	10	0	0	0
NC_000013.10	32890591	32944636	+	NM_000059	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906581	32915144	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
NC_000017.10	41197819	41199034	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32931686	32931878	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	21	0	0	0	0	0	0	0
NC_000017.10	41197826	41199659	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
NC_000017.10	41256278	41256884	-	NM_007294	INTRON	16220	14277	22223	15662	11264	5857	13032	9149	8427	16970	2637	22591	22080	10440	6070	6803	4432	19367	17651	8944	4142	19203	16054	8703
NC_000017.10	41209152	41222944	-	NM_007294	INTRON	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32957266	32968825	+	NM_000059	INTRON	450	170	612	194	14	0	4	2	7	20	0	379	224	3	10	23	23	37	0	176	2	401	193	5
NC_000017.10	41228530	41228559	-	NM_007298	INTRON	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950928	32953464	+	NM_000059	INTRON	0	0	0	0	0	10	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228628	41229037	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
NC_000017.10	41251894	41256893	-	NM_007294	INTRON	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0
NC_000017.10	41234592	41249260	-	NM_007294	INTRON	0	0	14	10	0	0	0	2	0	21	0	0	0	0	0	0	0	12	0	0	0	12	9	0
NC_000017.10	41267800	41276033	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	8	42	0	6	4	0	0	0	0	0	0	0	0	0	10
NC_000013.10	32954264	32960772	-	NM_000059	INTRON	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
NC_000017.10	41209152	41234420	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
NC_000017.10	41244084	41246367	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944694	32953453	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243650	41249260	-	NM_007294	INTRON	0	13	0	0	0	0	0	13	440	384	175	0	0	0	0	1	0	8	0	0	0	0	10	0
NC_000017.10	41223029	41223087	-	NM_007294	INTRON	0	0	0	7	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910890	32915272	+	NM_000059	INTRON	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	17	0	5	0	0	0	0	0	0
NC_000017.10	41243650	41246768	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907524	32918694	+	NM_000059	INTRON	43	33	78	23	22	8	24	19	0	86	0	110	20	85	27	0	0	65	67	146	34	115	46	64
NC_000017.10	41232343	41394676	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905093	32905115	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_000017.10	41209152	41219659	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32971181	32972360	+	NM_000059	INTRON	30	6	68	8	38	14	66	18	0	2	0	18	28	42	4	0	22	55	6	23	73	32	20	52
NC_000013.10	32949347	32950806	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256903	41258472	-	NM_007294	INTRON	2	0	0	27	0	16	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32936830	32937315	+	NM_000059	INTRON	11144	5649	16305	8726	9710	6165	12780	5981	4581	4527	1295	16399	11783	5960	3162	5856	5493	18725	10276	9367	4917	13205	9046	11236
NC_000013.10	32930746	32931878	+	NM_000059	INTRON	11764	6039	16910	6720	10354	5168	12027	4535	4797	6049	1137	14713	9683	5196	2551	5316	4779	18316	9179	10248	5086	13899	8294	8930
NC_000017.10	41223184	41223241	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
NC_000013.10	32912042	32915144	+	NM_000059	INTRON	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243666	41247862	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	545	440	6	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906591	32906704	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
NC_000013.10	32971181	32972351	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
NC_000013.10	32930746	32931617	+	NM_000059	INTRON	4	10	29	8	44	39	0	8	11	34	0	16	36	35	20	52	39	46	3	30	0	34	8	0
NC_000017.10	41198293	41199654	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950974	32953453	+	NM_000059	INTRON	40	6	72	37	109	23	25	2	21	0	0	53	0	10	19	0	0	26	33	16	34	0	57	50
NC_000013.10	32919292	32977098	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32915023	32915062	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223036	41237218	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41196515	41197678	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243666	41251791	-	NM_007294	INTRON	0	0	0	0	0	18	0	0	62	25	0	0	0	0	0	0	0	0	0	0	0	0	9	0
NC_000017.10	41215968	41234420	-	NM_007294	INTRON	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	24	0	0	25	10
NC_000013.10	32903629	32906408	+	NM_000059	INTRON	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276753	-	NM_007294	INTRON	1367	1108	2028	1535	940	467	1105	638	785	1342	122	2029	1575	754	315	454	391	1954	1683	547	139	1801	1516	718
NC_000013.10	32910364	32915258	+	NM_000059	INTRON	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243049	41243451	-	NM_007294	INTRON	16083	9219	19812	11918	10071	7996	10896	6347	6172	7170	1983	19245	18215	8930	5045	4839	6413	16048	12533	7417	5778	16105	11692	11034
NC_000017.10	41226538	41228504	-	NM_007294	INTRON	20219	14564	25948	16932	14368	9803	14813	9872	14085	19401	4462	27229	26378	13271	7261	8287	10207	23647	19699	10007	10073	20782	18189	17765
NC_000017.10	41276132	41277198	-	NM_007294	INTRON	524	374	516	313	328	372	238	269	154	456	59	553	712	337	247	310	404	315	573	258	452	468	521	502
NC_000017.10	41273626	41302487	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32900750	33060237	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258529	41267758	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
NC_000017.10	41196893	41273658	-	NM_007294	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41276119	41277287	-	NM_007294	INTRON	45	30	34	66	49	30	21	31	10	43	0	55	85	0	18	0	55	37	26	49	10	33	42	23
NC_000017.10	41209152	41209402	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NC_000013.10	32900419	32900635	+	NM_000059	INTRON	10457	9026	14591	10642	8338	7764	10248	7119	2317	11309	513	14072	15872	5625	3452	4401	8677	16890	14601	8079	8711	12213	11412	15491
NC_000013.10	32900673	32900712	+	NM_000059	INTRON	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201812	41203079	-	NM_007294	INTRON	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900282	32903579	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209148	41223124	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
NC_000017.10	41242992	41424488	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41209152	41215349	-	NM_007294	INTRON	14783	8836	18609	10640	11211	8155	11158	5829	12564	12910	4183	20775	17756	10839	5584	4790	7070	17497	13227	7418	7033	16142	10894	11173
NC_000017.10	41223187	41226492	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944694	32945139	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
NC_000017.10	41228591	41234441	-	NM_007298	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41258550	41262659	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910295	32910401	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32913759	32937488	+	NM_000059	INTRON	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256278	41256884	+	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	6	0
NC_000013.10	32937461	32971043	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41273603	41276901	-	NM_007294	INTRON	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196886	41335303	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890591	32915258	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
NC_000017.10	41234592	41240689	-	NM_007294	INTRON	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246877	41247863	-	NM_007294	INTRON	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196902	41549742	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32929425	32936659	+	NM_000059	INTRON	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NC_000017.10	41201211	41203080	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NC_000017.10	41197579	41197696	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196908	41196971	-	NM_007294	INTRON	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41257976	41273574	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246877	41277198	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	8	0	0	0	0	0	1
NC_000017.10	41256973	41273574	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	16
NC_000013.10	32954266	32958029	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32889282	32890558	+	NM_000059	INTRON	68	47	48	68	82	70	133	89	62	353	0	75	55	181	116	140	223	16	108	184	120	109	32	55
NC_000017.10	41256945	41258492	-	NM_007294	INTRON	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276119	41276544	-	NM_007294	INTRON	0	1	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
NC_000017.10	41207173	41229795	+	NM_007294	INTRON	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954282	32968825	-	NM_000059	INTRON	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000013.10	32890335	32890372	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
NC_000017.10	41256278	41256886	-	NM_007294	INTRON	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
NC_000013.10	32945217	32999761	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32899227	33212800	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41273574	-	NM_007294	INTRON	8	0	13	9	18	0	0	13	0	8	0	11	36	0	0	0	0	16	14	11	0	5	9	0
NC_000017.10	41226538	41242960	-	NM_007298	INTRON	25	19	0	5	0	0	2	5	0	29	0	0	0	0	9	0	26	0	6	25	0	12	17	16
NC_000017.10	41209135	41215378	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
NC_000017.10	41198293	41199659	-	NM_007294	INTRON	0	0	18	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197819	41198188	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910890	32918694	+	NM_000059	INTRON	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32930746	32936659	+	NM_000059	INTRON	0	0	19	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10	0	27	0	0	0	0
NC_000013.10	32900418	32900635	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41196908	41273671	-	NM_007294	INTRON	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32930746	32931933	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	6	0	69	0	18	10
NC_000017.10	41203161	41209068	-	NM_007294	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NC_000013.10	32906440	32914973	+	NM_000059	INTRON	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258548	41267742	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41277293	-	NR_027676	INTRON	2212	1875	2307	2138	1151	1290	1618	1212	813	2208	294	2968	3668	1432	882	714	839	2258	2599	861	1098	1995	2251	1972
NC_000013.10	32944694	32944789	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
NC_000013.10	32903392	32903579	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
NC_000013.10	32937435	32944609	+	NM_000059	INTRON	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32943533	32944538	+	NM_000059	INTRON	0	0	0	0	35	16	0	0	0	8	0	0	0	0	0	0	0	0	15	43	61	0	14	0
NC_000013.10	32903629	32928997	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	0	0	0	0	0
NC_000017.10	41258550	41277198	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	0	0	0	0	0	0	0	0	0
NC_000013.10	32889804	32890558	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41228637	41234420	-	NM_007300	INTRON	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32930652	32931998	+	NM_000059	INTRON	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41277287	-	NM_007294	INTRON	46	12	34	25	23	22	27	8	0	75	12	54	38	27	24	0	16	18	32	36	45	59	43	85
NC_000017.10	41226538	41231350	-	NM_007298	INTRON	0	0	0	12	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890528	32910631	+	NM_000059	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953652	32954167	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41268396	-	NM_007294	INTRON	0	0	3	0	6	0	3	0	17	2	0	0	1	0	0	0	0	10	0	0	0	0	0	0
NC_000017.10	41219644	41219669	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
NC_000017.10	41244156	41246530	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	16	0
NC_000013.10	32890664	32920963	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	9	0	21	0	0	0	0	45	0	0	0	0
NC_000017.10	41246877	41277293	-	NM_007294	INTRON	0	0	0	4	0	0	12	0	0	4	0	0	9	0	0	0	0	0	1	0	0	8	0	0
NC_000017.10	41243738	41257158	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277041	41277156	-	NR_027676	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215968	41277293	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912042	32920963	+	NM_000059	INTRON	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247960	41249260	-	NM_007294	INTRON	6	3	51	25	43	60	0	21	0	42	0	31	57	11	0	40	40	59	21	7	32	240	74	21
NC_000013.10	32954050	32954150	+	NM_000059	INTRON	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
NC_000017.10	41197524	41228607	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
NC_000017.10	41243628	41282832	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209152	41209264	-	NM_007294	INTRON	0	0	10	4	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0
NC_000013.10	32937670	32944603	+	NM_000059	INTRON	6	0	0	36	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	14	0	0	0	5
NC_000013.10	32900749	33037964	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
NC_000017.10	41276925	41277287	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	2	0	0	4	4	0	0	0	0	0	7	0	0	0	2	0
